0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.1875


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.1875


0.75	0.5625	0.1875
0.75	0.5625	0.1875


0.75	0.5625	0.1875
0.75	0.5625	0.15625


0.75	0.5625	0.1875
0.75	0.5625	0.1875


0.75	0.5625	0.1875
0.75	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
0.71875	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.71875	0.5625	0.15625


0.75	0.5625	0.15625
0.75	0.5625	0.15625


0.75	0.5625	0.15625
0.71875	0.5625	0.15625


0.71875	0.5625	0.15625
