0	4	2.61923e-05	0.0149668	0.0191825	0.0152587
0	5	2.61923e-05	0.0133504	0.0208603	0.520921
0	6	2.61923e-05	0.266391	0.0147952	0.0139889
0	7	2.61923e-05	0.260556	0.0152021	0.518622
0	8	2.61923e-05	0.0105597	0.264712	0.0170829
0	9	2.61923e-05	0.0123624	0.264488	0.517983
0	10	2.61923e-05	0.262963	0.266266	0.0205537
0	11	2.61923e-05	0.257269	0.267313	0.516966
0	12	2.61923e-05	0.013863	0.0203051	0.26442
0	13	2.61923e-05	0.0123857	0.0186831	0.764033
0	14	2.61923e-05	0.261712	0.0170118	0.264238
0	15	2.61923e-05	0.264951	0.0148987	0.768829
0	16	2.61923e-05	0.0132858	0.269364	0.266999
0	17	2.61923e-05	0.0121608	0.26402	0.762879
0	18	2.61923e-05	0.258343	0.267535	0.265499
0	19	2.61923e-05	0.262171	0.266204	0.765632
0	20	2.61923e-05	0.136767	0.0178548	0.0150439
0	21	2.61923e-05	0.13383	0.0220607	0.519766
0	22	2.61923e-05	0.389653	0.0193005	0.0130778
0	23	2.61923e-05	0.389948	0.0157645	0.519506
0	24	2.61923e-05	0.135731	0.267623	0.0188476
0	25	2.61923e-05	0.134305	0.267658	0.514915
0	26	2.61923e-05	0.396923	0.264841	0.0215185
0	27	2.61923e-05	0.389941	0.26602	0.521397
0	28	2.61923e-05	0.135524	0.0212421	0.265692
0	29	2.61923e-05	0.132565	0.0164462	0.763539
0	30	2.61923e-05	0.390234	0.0171915	0.261102
0	31	2.61923e-05	0.395121	0.0115613	0.770062
0	32	2.61923e-05	0.134982	0.270605	0.266338
0	33	2.61923e-05	0.137036	0.264071	0.765605
0	34	2.61923e-05	0.389533	0.264955	0.260956
0	35	2.61923e-05	0.394727	0.265843	0.766357
0	36	2.61923e-05	0.0444543	0.0189752	0.0150723
0	37	2.61923e-05	0.0426378	0.0230923	0.519748
0	38	2.61923e-05	0.298275	0.0154066	0.0142972
0	39	2.61923e-05	0.293521	0.0148167	0.518239
0	40	2.61923e-05	0.0415534	0.26467	0.017751
0	41	2.61923e-05	0.0434366	0.26502	0.517361
0	42	2.61923e-05	0.296867	0.266005	0.0203902
0	43	2.61923e-05	0.287839	0.267501	0.518886
0	44	2.61923e-05	0.0461276	0.0200258	0.264464
0	45	2.61923e-05	0.0417792	0.0189234	0.763503
0	46	2.61923e-05	0.294567	0.0168163	0.262861
0	47	2.61923e-05	0.294905	0.0147293	0.769781
0	48	2.61923e-05	0.044711	0.270599	0.267251
0	49	2.61923e-05	0.0420058	0.264642	0.76404
0	50	2.61923e-05	0.291231	0.267258	0.26435
0	51	2.61923e-05	0.295892	0.266566	0.7658
0	52	2.61923e-05	0.170058	0.0169209	0.0153475
0	53	2.61923e-05	0.166674	0.0217584	0.51976
0	54	2.61923e-05	0.420002	0.0191411	0.0120191
0	55	2.61923e-05	0.422064	0.0155467	0.520296
0	56	2.61923e-05	0.168829	0.267869	0.019304
0	57	2.61923e-05	0.16564	0.268261	0.513493
0	58	2.61923e-05	0.428522	0.26371	0.0207187
0	59	2.61923e-05	0.423152	0.265414	0.520468
0	60	2.61923e-05	0.166918	0.0198968	0.265152
0	61	2.61923e-05	0.163148	0.0157891	0.764227
0	62	2.61923e-05	0.420856	0.0172616	0.261437
0	63	2.61923e-05	0.427209	0.0113493	0.769289
0	64	2.61923e-05	0.166302	0.269914	0.266279
0	65	2.61923e-05	0.16888	0.26494	0.767526
0	66	2.61923e-05	0.420988	0.266057	0.259526
0	67	2.61923e-05	0.424907	0.266288	0.766306
