4	3.05176e-05	1.562500e-02	1.562500e-02	1.562500e-02	0	0	0	0	0
5	3.051758e-05	1.562500e-02	1.562500e-02	4.687500e-02	0	0	0	0	0
6	3.051758e-05	1.562500e-02	1.562500e-02	7.812500e-02	0	0	0	0	0
7	3.051758e-05	1.562500e-02	1.562500e-02	1.093750e-01	0	0	0	0	0
8	3.051758e-05	1.562500e-02	1.562500e-02	1.406250e-01	0	0	0	0	0
9	3.051758e-05	1.562500e-02	1.562500e-02	1.718750e-01	0	0	0	0	0
10	3.051758e-05	1.562500e-02	1.562500e-02	2.031250e-01	0	0	0	0	0
11	3.051758e-05	1.562500e-02	1.562500e-02	2.343750e-01	0	0	0	0	0
12	3.051758e-05	1.562500e-02	1.562500e-02	2.656250e-01	0	0	0	0	0
13	3.051758e-05	1.562500e-02	1.562500e-02	2.968750e-01	0	0	0	0	0
14	3.051758e-05	1.562500e-02	1.562500e-02	3.281250e-01	0	0	0	0	0
15	3.051758e-05	1.562500e-02	1.562500e-02	3.593750e-01	0	0	0	0	0
16	3.051758e-05	1.562500e-02	1.562500e-02	3.906250e-01	0	0	0	0	0
17	3.051758e-05	1.562500e-02	1.562500e-02	4.218750e-01	0	0	0	0	0
18	3.051758e-05	1.562500e-02	1.562500e-02	4.531250e-01	0	0	0	0	0
19	3.051758e-05	1.562500e-02	1.562500e-02	4.843750e-01	0	0	0	0	0
20	3.051758e-05	1.562500e-02	1.562500e-02	5.156250e-01	0	0	0	0	0
21	3.051758e-05	1.562500e-02	1.562500e-02	5.468750e-01	0	0	0	0	0
22	3.051758e-05	1.562500e-02	1.562500e-02	5.781250e-01	0	0	0	0	0
23	3.051758e-05	1.562500e-02	1.562500e-02	6.093750e-01	0	0	0	0	0
24	3.051758e-05	1.562500e-02	1.562500e-02	6.406250e-01	0	0	0	0	0
25	3.051758e-05	1.562500e-02	1.562500e-02	6.718750e-01	0	0	0	0	0
26	3.051758e-05	1.562500e-02	1.562500e-02	7.031250e-01	0	0	0	0	0
27	3.051758e-05	1.562500e-02	1.562500e-02	7.343750e-01	0	0	0	0	0
28	3.051758e-05	1.562500e-02	1.562500e-02	7.656250e-01	0	0	0	0	0
29	3.051758e-05	1.562500e-02	1.562500e-02	7.968750e-01	0	0	0	0	0
30	3.051758e-05	1.562500e-02	1.562500e-02	8.281250e-01	0	0	0	0	0
31	3.051758e-05	1.562500e-02	1.562500e-02	8.593750e-01	0	0	0	0	0
32	3.051758e-05	1.562500e-02	1.562500e-02	8.906250e-01	0	0	0	0	0
33	3.051758e-05	1.562500e-02	1.562500e-02	9.218750e-01	0	0	0	0	0
34	3.051758e-05	1.562500e-02	1.562500e-02	9.531250e-01	0	0	0	0	0
35	3.051758e-05	1.562500e-02	1.562500e-02	9.843750e-01	0	0	0	0	0
36	3.051758e-05	1.562500e-02	4.687500e-02	1.562500e-02	0	0	0	0	0
37	3.051758e-05	1.562500e-02	4.687500e-02	4.687500e-02	0	0	0	0	0
38	3.051758e-05	1.562500e-02	4.687500e-02	7.812500e-02	0	0	0	0	0
39	3.051758e-05	1.562500e-02	4.687500e-02	1.093750e-01	0	0	0	0	0
